DM_EVENT.date_ops_start,DM_ACTIVITY.activity_code,DM_ACTIVITY.activity_memo
21/06/2014,F4,"Pump Low-vis/Hi-dens tandem pill, circulate pill out, 5% increase. Btm up 100% clay. Perform 10 min pump off test. Pump 2nd tandem pill. Continue circulate hole clean and condition mud (1000 lpm,2100 psi, 100 rpm, 7-8 kft-lbs). Pump off gas 1.32%/BG 0.4% (estimated from 2610 m), pump off gas from TD 0.4%. Hole size from propane lag check first/peak = 6.2""/6.4"". Hole size from tandem pill 6.3"". No losses/gain"
21/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 2962 m to TD 3051 mMD/ 2090.4 mTVD with 1.15 sg NABM, no losses/gain. BHCT 145.5 C. BG 0.4%. Drilling parameters: WOB 10-14 klbs, 1000 lpm, 2300-2600 psi (FG), 2150-2300 psi (UG), 230 rpm, Tq on/ off 10-11/7-9 kft-lbs Rotate 89 m/1.38 hrs. Avg ROP 65 m/hr. UG 0%, FG 100% P/u 192 klbs, S/o 138 klbs, Rot 155 klbs. On btm daily/cum = 46%/57% - Control on btm ROP max 100 m/hr for LWD realtime data. - From 2937 m, ream full stand prior to connection. - After 2879 m, observe pump off gas 1.00-1.79%/BG 0.4%, estimate from 2610 m. - Perform 10 min pump off test at 3025 m, pump off gas 1.05%/BG 0.4%, estimate from 2610 m. - Projection at TD: 44.23 incl, 42.53 azi, 2.1 m below 33.6 m left from plan well path."
21/06/2014,F3,"Flow check, hole static. Pump out of hole from 3051 m to 2909 m (1000 lpm, 2150 psi), no losses. POOH from 2909 m to 2764 m, hole take correct displacement. No restriction."
21/06/2014,G5,"Run #1: M/u SRFT tool with 2 chambers (Plan 10 Pressure test with 2 samples). Check took on surface.- Use Blue weak point (No ECRD)  00:00-06:00 hrs Operations ======================= 00:00-01:45 RIH SRFT tool to 7"" casing shoe. Check packer at 100 m, 1200 m. Continue RIH to 1750 m. Perform GR correlation. 01:45-04:15 Perform SRFT logging 1729 m to 2670 m, 10 pressure test (7 normal, 3 lost seals, 2 samples). Max formation pressure 1.03 sg EMW @ 2201.5mMD/1501.9 mTVD. Min formation pressure 0.88 sg EMW @ 2022.5 mMD/ 1376.8 mTVD. - No losses/gain while logging. 04:15-05:15 POOH SRFT tool to surface. 05:15-06:00 Hold PJSM. Drain samples."
21/06/2014,F4,"Circulate and condition MW to 1.17 sg NABM for trip margin (1000 lpm, 2200 psi, 100 rpm, 7 kft-lbs). Perform 10 min pump off test, continue circulate hole clean. Pump off gas 0.88%/BG0.3%. No losses/gain."
21/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1531 m to 1696 mMD/1150 mTVD with 1.15 sg NABM, no losses. BHCT 86 C. BG 0.4%,"
21/06/2014,F1,"Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1696 m to 1888 mMD/1283 mTVD with 1.15 sg NABM, no losses. BHCT 91.5 C. BG 0.4%, Max gas 2.03%@1733 mMD/ 1175.8 mTVD Drilling parameters: WOB 8-12 klbs, 1000 lpm, 2200 psi (FG), 2050 psi (UG), 220-230 rpm, Tq on/ off 5-6/3-4 kft-lbs Rotate 357 m/ 4.61 hrs. Avg ROP 77 m/hr. UG 3%, FG 97% P/u 150 klbs, S/o 106 klbs, Rot 120 klbs. - Control on btm ROP max 100 m/hr for LWD realtime data. - Last survey at 1859.61 m: 45.98 incl, 44.46 azi, 0.6 m above, 5 m right from plan well path. - Top 2D 1640 mMD/ 1112.2 mTVD: CLY 70-100%, SST tr-30%, COAL tr-5%.  00:00-06:00 hrs Operations ======================= 00:00-06:00 Drill 6-1/8"" hole (AGS/MWD/Gr-Res/Neu-Dens) from 1888 m to 2158 mMD/ 1472 mTVD with 1.15 sg NABM, no losses. BHCT 105 C. BG 0.6%, Max gas 5.45%@2022 mMD/1376.4 mTVD - Control on btm ROP max 100 m/hr for LWD realtime data. - Pump Lo-vis/Hi-dens pill at 2100 m, cuttings increase at shakers 30% - Last survey at 2119.6 m: 45.75 incl, 43.95 azi, 2 m below, 0.8 m left from plan well path. - Top 2C 1890 mMD/ 1284.3 mTVD: CLY 20-100%, SST tr-80%, COAL tr-5%. - Top 2B 2060 mMD/ 1112.2 mTVD: CLY 85-100%, SST tr-30%, COAL tr-5%."
21/06/2014,F4,"Pump 6.4 m3 hi-vis sweep. Displace well to 1.12 sg PAC/PHPA. Bottom up sample 100% clay. Circulate hole clean and condition mud (3000 lpm, 1070 psi, 100 rpm, 6-8 kft-lbs). No losses. Hole size from hi-vis sweep 12.9"", PAC/PHPA 12.9""."
21/06/2014,C1,"RIH 7"" casing 29# TPCQ L80 R3 from 28 m to 1238 m (97 jts), no losses. Avg 10 jt/hrs (Speed range 7-13 jts/hr) Note: - L/d 2 jts including coupling (1.25 hr), L/d 1 jt (15 min), L/d 1 coupling (30 min), Total L/d 3 jts and change 3 coupling - Fill up casing while RIH.  00:00-06:00 hrs Operations ======================= 00:00-02:15 Continue RIH 7"" casing with CRTi tool from 1238 m to 1496 m (21 jts), no losses. Avg 10 jt/hrs (Speed range 8-13 jts/hr). 02:15-02:30 R/u casing tongs. P/u and M/u 7"" casing hanger c/w with running tool to string. 02:30-02:45 Break out CRTi from TDS. L/d same. Install 7"" casing elevator. 02:45-03:00 RIH and land hanger to 1527.4 m (1034.6 mTVD) with 61 klbs string wt (P/u 177, S/o 133). FS @ 1527.4 m, FC @ 1502 m. Total run 118 jts of 7"" 29# TPCQ L80 R3, 1xFS jt, 1xInt jt, 1xFC jt. 03:00-04:30 R/u cement head and lines. Line up to rig pumps. Circulate prior to cement (1130 lpm, 290 psi), no losses. Whilst change out saver sub to 4"" XT-39. 04:30-04:45 Line up to cement unit. Pump 0.79 m3 of 1.03 sg SW. Pressure test lines 250/4800 psi. Pump 2.38 m3 of 1.03 sg SW. 04:45-06:00 Drop bottom plug. Mix and pump 37.46 m3 of 1.5 sg lead slurry and 17.01 m3 of 1.91 sg tail slurry (use 13.3"" OH & no excess)."
21/06/2014,P4F,"Continue RIH 2-7/8"" completion with 6.4# L80 13CR JFE Bear from 1524 m to 2648 m. No losses. Avg running speed 20-22 jts/hr.  00:00-06:00 hr Operations ====================== 00:00-01:00 Continue RIH 2-7/8"" completion with 6.4# L80 13CR JFE Bear from 2648 to 2876 m. No losses. Avg running speed 18-21 jts/hr. 01:00-03:30 M/u XO & pump assy. Stage up pump 1020 lpm. Circulate bottom up whilst reciprocating string (1020 lpm, 2640 psi), no losses. Max gas 6.23%, reduce to BG 0.3%. L/d same. 03:30-04:00 M/u DHSV. Install 1/4"" control line. Pressure test to 7500 psi for 10 mins. Note : Hydraulic return 6500/5000 psi : 140/130 cc 04:00-05:15 RIH 2-7/8"" completion with 5000 psi in control line from 2876 m to 3014 m. 05:15-06:00 M/u tubing hanger (with BPV pre-installed). Cut and terminate control line to hanger. M/u hanger to string & running tool. Connect and pressure test control line 7500 psi. Meanwhile displace BOP and riser with sea water & drain BOP stack."
21/06/2014,G5,"Perform SRFT logging 1729 m to 2670 m, 10 pressure test (7 normal, 3 lost seals, 2 samples). Max formation pressure 1.03 sg EMW @ 2201.5mMD/1501.9 mTVD. Min formation pressure 0.88 sg EMW @ 2022.5 mMD/ 1376.8 mTVD. - No losses/gain while logging."
21/06/2014,P4F,"Hold PJSM. P/u shoe joint, check floats. RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ to 1309 m. M/u XOs. Continue RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 13CR JFEBear from 1309 m to 1524 m (7"" casing shoe). Avg 19 jts/hr. No losses. Break circulate to 450 lpm, 200 psi. Note: - L/d 3 jts of TPCQ."
21/06/2014,F1,"Drill 6-1/8"" directional hole (AGS/MWD) from 1097 m to 1779 mMD/ 1603 mTVD with 1.15 SG NABM. BHCT 99.0?C. BG 0.4%, Max gas 9.11% @ 1374.0 mMD/ 1272 mTVD.  Drilling parameters: Rotate: WOB 4-14 klbs, 1000-1100 lpm, 1700-2100 psi (FG), 1900 psi (UG), 100-220 rpm, Tq on/ off 3-5/ 2-3 kft-lbs. On btm daily/cum = 54.55% / 54.55%. Rotate: 685 m/ 7.91 hrs. Avg ROP 86.6 m/hr. UG 4.23%, FG 95.77% P/U 155 klbs, S/O 123 klbs, Rot 138 klbs. Formation: - Top 2E: 1110.0 mMD/ 1058.1 mTVD: 15-100% CLY, 0-85% SST, tr% COAL. - Top 2D: 1180.0 mMD/ 1116.7 mTVD: 40-100% CLY, tr-60% SST, tr% COAL. - Top 2C: 1320.0 mMD/ 1228.8 mTVD: 20-100% CLY, 0-80% SST, tr-5% COAL. - Top 2B: 1550.0 mMD/ 1413.9 mTVD: 30-100% CLY, 0-70% SST, tr-5% COAL. - Top 2A: 1720.0 mMD/ 1553.4 mTVD: 70-100% CLY, 0-30% SST. - No downhole losses/gain observed while drilling. - Pump tandem pill (3.2 m3 low vis and 4.8 m3 Hi den) at 1259 m, 1404 m, and 1605 m. - Observe 20-25% cutting increase once tandem pill on surface, Avg hole size 6.48"", 6.5"", 6.5"". - Take SCR at 1547 mMD/ 1411.49 mTVD, MP#2: 10/ 480, 20/ 600, 30/ 1000 (SPM/ Psi) - Last survey at 1741.5 m: 33.33 incl, 102.29 azi, 16.46 m above, 10.36 m right from plan well path.  00:00 - 06:00 hrs Operation ====================== Continue drilling 6-1/8"" directional hole (AGS/MWD) from 1779 m to 2030mMD/ 1810mTVD with 1.15 SG NABM. Drilling parameter: 10-14 klbs WOB, 1100 lpm, 2100 psi (FG), 2000 (UG), 100-200 rpm, 4-5 kft-lbs.  BHCT 112.5?C. BG 0.4%, Max gas 0.9% @ 1834 mMD/ 1648.67 mTVD, No losses. Formation: - Top FM1: 1900 mMD/ 1703.8 mTVD: 90-100% CLY, tr-10% SST. - Pump tandem pill (3.2 m3 low vis and 4.8 m3 Hi den) at 1800 m, and 2000 m. - Observe 25% cutting increase once tandem pill on surface, Avg hole size 6.5"". - Last survey at 1999.9 m: 34.27 incl, 102.2 azi, 12.93 m above, 11.33 m right from plan well path."
21/06/2014,F2B,"Continue RIH 6-1/8"" directional BHA (AGS/MWD) from 482 m to 1031 m, Avg tripping speed 15-16 stds/hr with XY-Racker. Note: No loss/gain observed during tripping in."
21/06/2014,G6,"POOH SlimXtreme logging tool to surface, pulling speed 3,000 m/hr. Remove radioactive source and L/D tool.   - BHST 162.2 C at 2513.4 mMD/ 2216.9 mTVD-RT 9 hrs, 45 min after EOC. Avg hole size from caliper 6.15"".  - Monitor well on the trip tank during logging operations with no recordable losses or gains."
21/06/2014,G5,"Perform SRFT logging from 1240 m to 2165 m. total 15 pressure test (8 normal, 4 tight, 1 unstable, 2 partial leaks). - Max formation pressure 1.01 SG EMW @ 2161.5 mMD/ 1921.1 mTVD-RT.  - Min formation pressure 1.00 SG EMW @ 1368.5 mMD/ 1267.6 mTVD-RT. Note: Monitor well on the trip tank during logging operations with no recordable losses or gains."
21/06/2014,P4F,"P/U shoe joint, check floats_ ok. RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ to 568 m.   00:00 - 06:00 hrs Operation ======================= 00:00 - 03:00 hrs RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ from 568 m to 1090 m (inside 7"" shoe), Avg running speed 16-17 jts/hr. Break circulation with 780 lpm, 780 psi_ good return. - No loss/gain observed while running completion in cased hole. 03:00 - 06:00 hrs Continue RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ from 7"" casing shoe to 1229 m. Continue RIH with 2-7/8"" 6.4# L80 13CR JFE Bear to 1720 m, Avg running speed 17-18 jts/hr. - No loss/gain observed while running completion in open hole."
21/06/2014,F4,"Take TD survey. Pump 6.4 m3 hi-vis sweep. Note: Projection at TD: 34.92 incl, 102.47 azi, 2.1 m below and 0.55 m left from plan.  00:00 - 06:00 hrs Operation ====================== 00:00 - 01:45 hrs Circulate hole clean until sweep out on surface. Displace well to 1.12 SG PAC/PHPA. Bottom up sample 100% clay. Circulate hole clean and condition mud until shaker clean with 3000 lpm, 1450 psi, 100 rpm, 5-6 kft-lbs.  Note:  - No losses. Hole size from hi-vis sweep 13.0"", PAC/PHPA 13.0"". - Bottom up sample at TD 100% claystone. 01:45 - 04:15 hrs Take SCR. Flow check_ hole statics. POOH 8-1/2"" directional BHA from 1094 m to 806 m_ hole take correct displacement. Slug pipe and POOH 8-1/2"" BHA to 347 m (inside 9-5/8"" casing), tripping speed = 10-11 std/hr, hole in good condition. Note: SCR at 1094mMD/ 1047.44mTVD, MP #2: 10/100, 20/200, 30/240 (SPM/Psi), MP #3: 10/150, 20/200, 30/220 (SPM/Psi). 04:15 - 04:30 hrs Flow check_ hole statics. POOH 8-1/2"" BHA from 9-5/8"" casing shoe to top of BHA at 233 m. 04:30 - 06:00 hrs Handle 8-1/2"" BHA, rack back HWDP stands, break out bit and rack back BHA_ in progress. "
21/06/2014,C3,"Hold PJSM. Bleed off pressure on diverter/ overshot system. Remove diverter inserts. M/U and RIH running tool to engage on diverter/ overshot. N/D BOP's diverter/overshot and secure on drill floor. Install 2 x 20 tons sling on TDS. N/D and secure mandrel and BOP (Using BOP hoists for back up). Note: Unable to N/D BOP with BOP's lifting plates due to bent. ** Rig release from AT-25-L to AT-25-F at 16:30 hrs on 19th-Jul-14 ** 6.03 days vs 7.42 days AFE.  +++Offline Operations+++ 18:45 - 19:45 hrs N/D BOP's riser connected with wellhead adaptor from well L. 19:45 - 20:15 hrs Prepare wellhead. Retrieve BPV. N/U cement bonnet and test connections_ ok. N/U cement head and line. Line up to rig pump. 20:15 - 22:00 hrs Circulate and condition mud prior to perform cement job until gas down and temperature stabilize by stage pump up to 1000 lpm, 2300-2400 psi, Max gas 8.81%, Final Temp 74?C. No losses. MW in/out 1.15 SG. 22:00 - 22:45 hrs Rig pump 24.64 m3 of 1.40 SG MCS-GS spacer with 600-900 lpm, 250-1900 psi. 22:45 - 23:00 hrs Line up to cement unit. Pressure test line to 250/4800 psi. 23:00 - 00:00 hrs Cement unit mix and pump 30.92 m3 of 1.68 SG single slurry with 620 lpm, 1000-2180 psi (Use 6.45"" OH for calculation). Flush line with 3.2 m3 of SW and 0.48 m3 of 1.03 SG retarded KCL brine. 00:00 - 00:45 hrs (20 Jul 2014) Drop plug. Displace with 0.79 m3 of 1.03 SG retarded KCL brine, 5.98 m3 of 0.77 SG base oil and 0.79 m3 of retarded brine (Total 7.56 m3). Bump plug with 240 lpm and final pumping pressure 2450 psi. Pressure test tubing to 4000 psi. CIP at 00:28 hrs. Note: Exercise DHSV several times while displacing cement, No losses during cement job. 00:45 - 01:15 hrs Perform inflow test 2000/1000 psi for 15 min. Bleed off and check float holding_ ok, fluid flow back 0.24 m3. Est/ Plan TOC at 532/ 690 m from volumetric, pure spacer return 17.01 m3."
21/06/2014,P4F,"Continue RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ from 7"" casing shoe to 1229 m. Continue RIH with 2-7/8"" 6.4# L80 13CR JFE Bear to DHSV level at 2368 m, Avg running speed 19-20 jts/hr. - No loss/gain observed while running completion in open hole."
21/06/2014,P4F,"M/U circulating swedge and surface line. Stage up pump to 1000 lpm and circulate bottom up meanwhile reciprocating string until gas down and mud condition with 1000 lpm, 1900-2000 psi, no losses, BG 0.3%, Max gas 8.21%."
21/06/2014,P4F,"RIH and land tubing with 30 Klbs string weight to 2534.61 m (P/U 115 klbs, S/O 102 klbs). Pressure test hanger seal to 5000 psi/5 min. Expand lock ring. Pull test 10 klbs above P/U weight. Re-test hanger seal 5000 psi/10 min.  - FS at 2534.61 mMD/ 2234.73 mTVD, FC at 2533.72 m, DHSV at 159.75 m. - No loss/gain observed while running completion. - Install BOP's riser and wellhead adaptor on Well F offline. - Total run 96 jts of 2-7/8"" tubing 6.4# CS L80 TPCQ R3 and 100 jts of 2-7/8"" tubing 6.4# 13Cr L80 JFE Bear R3 (1 joint damaged, total 101 jts used)+ 4 jts of CS L80 TPCQ pups + 1 DHSV + 1 Float shoe + 1 Float collar."
21/06/2014,P4F,"M/U circulating swedge and surface line. Stage up pump to 900 lpm and circulate bottom up until gas down and mud condition with 900 lpm, 1900 psi, no losses, BG 0.3%, Max gas 15.23%."
21/06/2014,P4F,"Continue RIH 2-7/8"" completion with 2-7/8"" 6.4# L80 CS TPCQ from 568 m to 1090 m (inside 7"" shoe), Avg running speed 16-17 jts/hr. Break circulation with 780 lpm, 780 psi_ good return. - No loss/gain observed while running completion in cased hole."
21/06/2014,F3,"Pump 40 bbl Hi-vis sweep pill. Circulate hole clean meanwhile reciprocating the string until pill on surface with 1100 lpm, 2000-2050 psi (UG), 180 rpm, 5-6 kft-lbs, No losses.  - Hole size from sweep pills = 6.45"", observe 15-20% cutting increase once pill on surface. - Bottom up sample at TD: 100% Claystone."
21/06/2014,F3,"Perform pump off test. Pump 40 bbl Hi-Vis sweep pill and circulate hole clean and condition mud meanwhile reciprocating the string with 1100 lpm, 2000-2050 psi (UG), 180 rpm, 5-6 kft-lbs, No losses.  - Hole size from sweep pills = 6.45"", observe 5% cutting increase once pill on surface. - BG = 0.1%, pump off gas = 0.2%. - Take SCR at TD: MP#2/ #3: 10/ 320/ 260, 20/ 600/ 600, 30/ 1100/ 1050 (SPM/ Psi/ Psi)."
21/06/2014,F1,"Drill 6-1/8"" directional hole (AGS/MWD) from 1779 m to 2541 mMD/ 2240 mTVD with 1.15 SG NABM (Well TD).  Drilling parameters: Rotate: WOB 10-14 klbs, 1100 lpm, 2100-2350 psi (FG), 2100 psi (UG), 120-150 rpm, Tq on/ off 5-7/ 4-5 kft-lbs, On btm daily/cum = 60.35% / 57.45%. Rotate: 762 m/ 12.07 hrs. Avg ROP 63.13 m/hr. UG 11.55%, FG 88.45% P/U 192 klbs, S/O 145 klbs, Rot 162 klbs. BHCT 139.5?C. BG 0.2%, Max gas 6.67% @ 2149 mMD/ 1910.67 mTVD. Formation: - Top FM1: 1900 mMD/ 1703.8 mTVD: 90-100% CLY, tr-10% SST. - No downhole losses/gain observed while drilling. - Back ream the hole last 15 stands once kelly down for hole cleaning. - Pump tandem pill (3.2 m3 low vis and 4.8 m3 Hi den) at 1800 m, 2000 m, and 2200 m, 2400 m. - Observe 20-25 cutting increase once pill on surface, Avg hole size 6.5"", 6.5"", 6.64"", 6.72"". - Inject propane at last connection before TD, Avg hole size: First 6.31"", Peak = 6.62"". - Projection at TD: 31.9 incl, 105.64 azi, 2.54 m above, 20.29 m right from plan well path."
21/06/2014,F4,"Circulate hole clean until sweep out on surface. Displace well to 1.12 SG PAC/PHPA. Circulate hole clean and condition mud until shaker clean with 3000 lpm, 1450 psi, 100 rpm, 5-6 kft-lbs.  - No losses. Hole size from hi-vis sweep 13.0"", PAC/PHPA 13.0"". - Bottom up sample at TD 100% claystone."
21/06/2014,F2B,"RIH 6-1/8"" directional BHA (AGS/MWD) from 308 m to 482 m.  00:00 - 06:00 hrs Operation ======================= 00:00 - 01:00 hrs Continue RIH 6-1/8"" directional BHA (AGS/MWD) from 482 m to 1031 m, Avg tripping speed 15-16 stds/hr. Note: No loss/gain observed during tripping in. 01:00 - 02:30 hrs Change out one drawwork brake caliper (#6). 02:30 - 04:30 hrs Hold PJSM. Slip and cut drilling line 96 feet. Perform drawwork brake test_ unable to do calibration on drawwork break's caliper. 04:30 - 05:30 hrs Repeat the procedure for drawworks brake calibration with vary block height position_ ok. 05:30 - 06:00 hrs Wash down from 1031 m to 1060 m with 650 lpm, 650 psi."
21/06/2014,C2,"Drop top plug. Displace with 1.58 m3 of 1.15 SG NABM. Switch to rig pump (pump eff 98%). Displace cement with 19.23 m3 of 1.15 SG NABM with 790-550 lpm, 270 psi. Bump plug at 870 stoke, 550 psi (Cal 242 psi), CIP @ 18:00 hrs. Pressure test casing by cement unit to 3800 psi for 10 mins_ok. Bleed off pressure and check float holding _ ok. Estimated TOC by volumetric @ 700 mMD (Plan TOC @ 700 mMD). Note: No loss/gain during cement job. "
22/06/2014,G5,"Continue perform SRFT logging from 1342 m to 2207 m, total 21 pressure tests (19 normal, 2 tight, 2 samples). - Max formation pressure 1.01 SG EMW @ 1547.5 mMD/ 1306.0 mTVD, 1713.2 mMD/ 1451.6 mTVD, 1720.0 mMD/ 1457.6 mTVD, 2203.5 mMD/ 1868.7 mTVD.  - Min formation pressure 0.86 SG EMW @ 1615.2 mMD/ 1365.6 mTVD. Note: Monitor well on the trip tank during logging operations with no recordable losses or gains."
22/06/2014,G6,"POOH SlimXtreme logging tool to surface, pulling speed 2560 m/hr. Remove radioactive source and L/D tool.  Note: - BHST 160.0 C at 2482.6 mMD/ 2023.6 mTVD 11 hrs, 15 min after EOC. Avg hole size from caliper 6.22"". - Monitor well on the trip tank during logging operations with no recordable losses or gains."
22/06/2014,F1,"Attempt to drill 6-1/8"" directional hole with several drilling parameter_ no progress, call well TD. BHCT 135.0?C. BG 0.1%, Max gas 0.26% at 2509mMD. On btm daily/cum = 68.33% / 60.1%. Drilling parameter:  Rotate: WOB 7-14 klbs, 1100 lpm, 2500 psi (FG), 80-140 rpm, Tq on/ off 9-10/ 8-9 kft-lbs Rotate: 26 m/ 2.9 hrs. Avg ROP 8.97 m/hr, FG 100% P/U 196 klbs, S/O 137 klbs, Rot 156 klbs. - No downhole losses/gain observed while drilling. - Inject propane at last connection before TD, Avg hole size: First 6.22"", Peak = 6.47"". - Projection at TD: 36.17 incl, 71.18 azi, 43.61 m above, 0.2 m right from plan well path."
22/06/2014,F3,"Circulate the well 15 min and perform pump off test. Continue circulate the hole and condition mud meanwhile reciprocating the string with 1100 lpm, 2200 psi, 100 rpm, 6 kft-lbs, No losses. - Hole size from Tandem pill = 6.38"", observe 5% cutting increase once pill on surface. - Bottom up sample 100% Compact sand, BG = 0.1%, pump off gas = 0.2%."
